model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,craig,0.593,0.589,0.601,0.612,0.105,0.104,0.106,0.108,3.323,0.284,0.492,0.464,0.561,0.52,0.489,7e-06,latent,0.01,5,0,0,0,0.002882719039916992
rf,craig,0.442,0.434,0.438,0.442,0.101,0.105,0.108,0.105,9.224,0.243,0.55,0.52,0.619,0.586,0.583,1.1e-05,latent,0.01,5,0,0,0,0.002882719039916992
svc,craig,0.5,0.358,0.402,0.559,0.0,0.014,0.038,0.033,3.606,0.006,0.5,0.181,0.08,0.221,0.527,1.1e-05,latent,0.01,5,0,0,0,0.002882719039916992
logreg,craig,0.508,0.496,0.501,0.508,0.159,0.158,0.159,0.155,5.092,0.117,0.473,0.454,0.561,0.521,0.465,1.1e-05,latent,0.01,5,0,0,0,0.002882719039916992
mlp,craig,0.476,0.462,0.468,0.477,0.141,0.135,0.133,0.136,7.916,0.21,0.509,0.485,0.589,0.553,0.503,2.1e-05,latent,0.01,5,0,0,0,0.002882719039916992
naive_bayes,craig,0.49,0.474,0.488,0.508,0.098,0.106,0.107,0.1,3.042,0.001,0.508,0.229,0.153,0.252,0.565,2e-06,latent,0.01,5,0,0,0,0.002882719039916992
knn,craig,0.54,0.478,0.469,0.508,0.122,0.123,0.117,0.1,4.661,0.001,0.519,0.519,0.677,0.686,0.499,6.9e-05,latent,0.01,5,0,0,0,0.002882719039916992
xgb,random,0.672,0.669,0.669,0.671,0.103,0.103,0.103,0.103,4.259,0.22,0.642,0.622,0.723,0.708,0.686,7e-06,original,0.01,6,,,,
rf,random,0.661,0.656,0.656,0.661,0.036,0.036,0.036,0.035,9.054,0.295,0.67,0.651,0.746,0.735,0.726,2.4e-05,original,0.01,6,,,,
svc,random,0.67,0.668,0.668,0.67,0.08,0.083,0.083,0.08,4.26,0.01,0.563,0.506,0.584,0.546,0.592,1.2e-05,original,0.01,6,,,,
logreg,random,0.671,0.665,0.665,0.67,0.041,0.043,0.043,0.041,4.863,0.037,0.617,0.591,0.69,0.669,0.665,0.0,original,0.01,6,,,,
mlp,random,0.62,0.615,0.614,0.618,0.061,0.06,0.06,0.06,4.564,0.218,0.617,0.587,0.684,0.661,0.663,2.8e-05,original,0.01,6,,,,
naive_bayes,random,0.525,0.431,0.431,0.526,0.043,0.045,0.044,0.045,4.807,0.002,0.527,0.517,0.706,0.754,0.704,1e-06,original,0.01,6,,,,
knn,random,0.703,0.703,0.703,0.703,0.06,0.06,0.06,0.06,5.591,0.001,0.603,0.578,0.68,0.657,0.624,3.2e-05,original,0.01,6,,,,
xgb,k-means,0.703,0.701,0.702,0.705,0.105,0.106,0.106,0.106,5.622,0.097,0.561,0.394,0.399,0.394,0.594,7e-06,original,0.01,6,0,0,0,0.0017788410186767578
rf,k-means,0.619,0.61,0.611,0.619,0.108,0.112,0.111,0.107,9.233,0.188,0.591,0.45,0.475,0.453,0.661,1.5e-05,original,0.01,6,0,0,0,0.0017788410186767578
svc,k-means,0.637,0.61,0.609,0.636,0.076,0.112,0.112,0.076,4.344,0.008,0.609,0.622,0.758,0.779,0.693,1.7e-05,original,0.01,6,0,0,0,0.0017788410186767578
logreg,k-means,0.628,0.622,0.623,0.628,0.152,0.158,0.159,0.152,3.679,0.007,0.619,0.565,0.646,0.613,0.666,0.0,original,0.01,6,0,0,0,0.0017788410186767578
mlp,k-means,0.611,0.605,0.605,0.611,0.145,0.151,0.151,0.145,3.902,2.767,0.623,0.593,0.69,0.668,0.672,3.9e-05,original,0.01,6,0,0,0,0.0017788410186767578
naive_bayes,k-means,0.533,0.43,0.43,0.533,0.041,0.096,0.097,0.043,3.851,0.001,0.499,0.498,0.643,0.634,0.456,1e-06,original,0.01,6,0,0,0,0.0017788410186767578
knn,k-means,0.62,0.607,0.607,0.62,0.054,0.067,0.067,0.053,5.913,0.001,0.639,0.62,0.721,0.706,0.678,4e-06,original,0.01,6,0,0,0,0.0017788410186767578
